이름,최대인원,침실,침대,욕실,가격,detail내용,위도,경도,geometry,지하철까지거리m,지하철역,가장 가까운 버스정류장까지 거리(m),가장 가까운 버스정류장,1000버퍼,1000m맛집,1000m문화공간,1000m문화재,1000m쇼핑
urbanstay : 서울살이 로망을 실현해보세요 #취사가능 #long-termSTAY,2,1,1,1.0,104244,더블 침대 1개,37.563672,126.992412,POINT (955172.2311638116 1951711.3562852922),288.84145879333397,충무로역,71.63867975434584,초동,"POLYGON ((955272.2311638116 1951711.3562852922, 955271.7496364788 1951701.5545712593, 955270.309691852 1951691.8472530905, 955267.9251973849 1951682.3278175667, 955264.6191170628 1951673.0879420557, 955260.4232902465 1951664.2166116096, 955255.3781250418 1951655.7992619902, 955249.5322091479 1951647.916956876, 955242.9418419303 1951640.6456071734, 955235.670492228 1951634.055239956, 955227.7881871136 1951628.2093240619, 955219.3708374943 1951623.1641588574, 955210.4995070482 1951618.968332041, 955201.2596315371 1951615.662251719, 955191.7401960132 1951613.2777572519, 955182.0328778446 1951611.8378126249, 955172.2311638116 1951611.3562852922, 955162.4294497786 1951611.8378126249, 955152.72213161 1951613.2777572519, 955143.2026960861 1951615.662251719, 955133.9628205751 1951618.968332041, 955125.091490129 1951623.1641588574, 955116.6741405097 1951628.2093240619, 955108.7918353953 1951634.055239956, 955101.520485693 1951640.6456071734, 955094.9301184753 1951647.916956876, 955089.0842025814 1951655.7992619902, 955084.0390373768 1951664.2166116096, 955079.8432105605 1951673.0879420557, 955076.5371302384 1951682.3278175667, 955074.1526357713 1951691.8472530905, 955072.7126911444 1951701.5545712593, 955072.2311638116 1951711.3562852922, 955072.7126911444 1951721.157999325, 955074.1526357713 1951730.865317494, 955076.5371302384 1951740.3847530177, 955079.8432105605 1951749.6246285287, 955084.0390373768 1951758.4959589748, 955089.0842025814 1951766.9133085941, 955094.9301184753 1951774.7956137084, 955101.520485693 1951782.066963411, 955108.7918353953 1951788.6573306285, 955116.6741405097 1951794.5032465225, 955125.091490129 1951799.548411727, 955133.9628205751 1951803.7442385433, 955143.2026960861 1951807.0503188653, 955152.72213161 1951809.4348133325, 955162.4294497786 1951810.8747579595, 955172.2311638116 1951811.3562852922, 955182.0328778446 1951810.8747579595, 955191.7401960132 1951809.4348133325, 955201.2596315371 1951807.0503188653, 955210.4995070482 1951803.7442385433, 955219.3708374943 1951799.548411727, 955227.7881871136 1951794.5032465225, 955235.670492228 1951788.6573306285, 955242.9418419303 1951782.066963411, 955249.5322091479 1951774.7956137084, 955255.3781250418 1951766.9133085941, 955260.4232902465 1951758.4959589748, 955264.6191170628 1951749.6246285287, 955267.9251973849 1951740.3847530177, 955270.309691852 1951730.865317494, 955271.7496364788 1951721.157999325, 955272.2311638116 1951711.3562852922))",1,0,0,0
[FreeMeal][ComoCasa][R.SERVICE]서울의 중심 풀옵션 레지던스 #16,2,1,1,1.0,99000,,37.56209,126.992698,POINT (955196.5420929817 1951535.7049857609),141.78497156074388,충무로역,75.44683919848873,충무로역.매일경제,"POLYGON ((955296.5420929817 1951535.7049857609, 955296.060565649 1951525.903271728, 955294.6206210221 1951516.1959535591, 955292.236126555 1951506.6765180354, 955288.9300462329 1951497.4366425243, 955284.7342194166 1951488.5653120782, 955279.689054212 1951480.147962459, 955273.843138318 1951472.2656573446, 955267.2527711004 1951464.994307642, 955259.9814213981 1951458.4039404246, 955252.0991162837 1951452.5580245305, 955243.6817666644 1951447.512859326, 955234.8104362183 1951443.3170325097, 955225.5705607072 1951440.0109521877, 955216.0511251834 1951437.6264577205, 955206.3438070148 1951436.1865130935, 955196.5420929817 1951435.7049857609, 955186.7403789487 1951436.1865130935, 955177.0330607801 1951437.6264577205, 955167.5136252563 1951440.0109521877, 955158.2737497452 1951443.3170325097, 955149.4024192991 1951447.512859326, 955140.9850696798 1951452.5580245305, 955133.1027645654 1951458.4039404246, 955125.8314148631 1951464.994307642, 955119.2410476455 1951472.2656573446, 955113.3951317515 1951480.147962459, 955108.3499665469 1951488.5653120782, 955104.1541397306 1951497.4366425243, 955100.8480594085 1951506.6765180354, 955098.4635649414 1951516.1959535591, 955097.0236203145 1951525.903271728, 955096.5420929817 1951535.7049857609, 955097.0236203145 1951545.5066997937, 955098.4635649414 1951555.2140179626, 955100.8480594085 1951564.7334534863, 955104.1541397306 1951573.9733289974, 955108.3499665469 1951582.8446594435, 955113.3951317515 1951591.2620090628, 955119.2410476455 1951599.144314177, 955125.8314148631 1951606.4156638796, 955133.1027645654 1951613.0060310971, 955140.9850696798 1951618.8519469912, 955149.4024192991 1951623.8971121956, 955158.2737497452 1951628.092939012, 955167.5136252563 1951631.399019334, 955177.0330607801 1951633.7835138012, 955186.7403789487 1951635.2234584282, 955196.5420929817 1951635.7049857609, 955206.3438070148 1951635.2234584282, 955216.0511251834 1951633.7835138012, 955225.5705607072 1951631.399019334, 955234.8104362183 1951628.092939012, 955243.6817666644 1951623.8971121956, 955252.0991162837 1951618.8519469912, 955259.9814213981 1951613.0060310971, 955267.2527711004 1951606.4156638796, 955273.843138318 1951599.144314177, 955279.689054212 1951591.2620090628, 955284.7342194166 1951582.8446594435, 955288.9300462329 1951573.9733289974, 955292.236126555 1951564.7334534863, 955294.6206210221 1951555.2140179626, 955296.060565649 1951545.5066997937, 955296.5420929817 1951535.7049857609))",0,0,0,0
#어반호스트 파티룸# 숙박가능,16,9,10,9.0,420000,퀸사이즈 침대 8,37.560409,126.987232,POINT (954712.7798168865 1951351.8263169762),102.79020726972662,명동역,95.37595987559018,명동역.세종호텔,"POLYGON ((954812.7798168865 1951351.8263169762, 954812.2982895537 1951342.0246029433, 954810.8583449268 1951332.3172847745, 954808.4738504598 1951322.7978492507, 954805.1677701377 1951313.5579737397, 954800.9719433214 1951304.6866432936, 954795.9267781167 1951296.2692936743, 954790.0808622228 1951288.38698856, 954783.4904950052 1951281.1156388575, 954776.2191453029 1951274.52527164, 954768.3368401885 1951268.679355746, 954759.9194905692 1951263.6341905415, 954751.048160123 1951259.438363725, 954741.808284612 1951256.132283403, 954732.2888490881 1951253.747788936, 954722.5815309195 1951252.307844309, 954712.7798168865 1951251.8263169762, 954702.9781028535 1951252.307844309, 954693.2707846849 1951253.747788936, 954683.751349161 1951256.132283403, 954674.51147365 1951259.438363725, 954665.6401432039 1951263.6341905415, 954657.2227935846 1951268.679355746, 954649.3404884702 1951274.52527164, 954642.0691387679 1951281.1156388575, 954635.4787715502 1951288.38698856, 954629.6328556563 1951296.2692936743, 954624.5876904516 1951304.6866432936, 954620.3918636354 1951313.5579737397, 954617.0857833133 1951322.7978492507, 954614.7012888462 1951332.3172847745, 954613.2613442193 1951342.0246029433, 954612.7798168865 1951351.8263169762, 954613.2613442193 1951361.628031009, 954614.7012888462 1951371.335349178, 954617.0857833133 1951380.8547847017, 954620.3918636354 1951390.0946602128, 954624.5876904516 1951398.9659906588, 954629.6328556563 1951407.3833402782, 954635.4787715502 1951415.2656453925, 954642.0691387679 1951422.536995095, 954649.3404884702 1951429.1273623125, 954657.2227935846 1951434.9732782065, 954665.6401432039 1951440.018443411, 954674.51147365 1951444.2142702274, 954683.751349161 1951447.5203505494, 954693.2707846849 1951449.9048450165, 954702.9781028535 1951451.3447896435, 954712.7798168865 1951451.8263169762, 954722.5815309195 1951451.3447896435, 954732.2888490881 1951449.9048450165, 954741.808284612 1951447.5203505494, 954751.048160123 1951444.2142702274, 954759.9194905692 1951440.018443411, 954768.3368401885 1951434.9732782065, 954776.2191453029 1951429.1273623125, 954783.4904950052 1951422.536995095, 954790.0808622228 1951415.2656453925, 954795.9267781167 1951407.3833402782, 954800.9719433214 1951398.9659906588, 954805.1677701377 1951390.0946602128, 954808.4738504598 1951380.8547847017, 954810.8583449268 1951371.335349178, 954812.2982895537 1951361.628031009, 954812.7798168865 1951351.8263169762))",1,1,0,0
[urbanstay] 도심 속 야경맛집 #명동 #힙지로 #통창 #취사가능 #시티뷰,2,1,1,1.0,132319,더블침대 1,37.563185,126.993238,POINT (955244.88872505 1951656.9324112022),208.255805213425,충무로역,21.067138555773465,초동,"POLYGON ((955344.88872505 1951656.9324112022, 955344.4071977172 1951647.1306971693, 955342.9672530903 1951637.4233790005, 955340.5827586233 1951627.9039434767, 955337.2766783012 1951618.6640679657, 955333.0808514849 1951609.7927375196, 955328.0356862802 1951601.3753879003, 955322.1897703863 1951593.493082786, 955315.5994031687 1951586.2217330835, 955308.3280534664 1951579.631365866, 955300.445748352 1951573.785449972, 955292.0283987327 1951568.7402847675, 955283.1570682866 1951564.544457951, 955273.9171927755 1951561.238377629, 955264.3977572516 1951558.853883162, 955254.690439083 1951557.413938535, 955244.88872505 1951556.9324112022, 955235.087011017 1951557.413938535, 955225.3796928484 1951558.853883162, 955215.8602573245 1951561.238377629, 955206.6203818135 1951564.544457951, 955197.7490513674 1951568.7402847675, 955189.3317017481 1951573.785449972, 955181.4493966337 1951579.631365866, 955174.1780469314 1951586.2217330835, 955167.5876797137 1951593.493082786, 955161.7417638198 1951601.3753879003, 955156.6965986151 1951609.7927375196, 955152.5007717989 1951618.6640679657, 955149.1946914768 1951627.9039434767, 955146.8101970097 1951637.4233790005, 955145.3702523828 1951647.1306971693, 955144.88872505 1951656.9324112022, 955145.3702523828 1951666.7341252351, 955146.8101970097 1951676.441443404, 955149.1946914768 1951685.9608789277, 955152.5007717989 1951695.2007544388, 955156.6965986151 1951704.0720848849, 955161.7417638198 1951712.4894345042, 955167.5876797137 1951720.3717396185, 955174.1780469314 1951727.643089321, 955181.4493966337 1951734.2334565385, 955189.3317017481 1951740.0793724325, 955197.7490513674 1951745.124537637, 955206.6203818135 1951749.3203644534, 955215.8602573245 1951752.6264447754, 955225.3796928484 1951755.0109392426, 955235.087011017 1951756.4508838695, 955244.88872505 1951756.9324112022, 955254.690439083 1951756.4508838695, 955264.3977572516 1951755.0109392426, 955273.9171927755 1951752.6264447754, 955283.1570682866 1951749.3203644534, 955292.0283987327 1951745.124537637, 955300.445748352 1951740.0793724325, 955308.3280534664 1951734.2334565385, 955315.5994031687 1951727.643089321, 955322.1897703863 1951720.3717396185, 955328.0356862802 1951712.4894345042, 955333.0808514849 1951704.0720848849, 955337.2766783012 1951695.2007544388, 955340.5827586233 1951685.9608789277, 955342.9672530903 1951676.441443404, 955344.4071977172 1951666.7341252351, 955344.88872505 1951656.9324112022))",0,0,0,0
[urbanstay] 도심 속 야경맛집 #명동 #힙지로 #통창 #취사가능 #시티뷰,2,1,1,1.0,132319,더블침대 1,37.563035,126.995075,POINT (955407.0366030791 1951639.4174440247),198.9609141995604,충무로역,152.33537183432955,충무로역.호텔피제이,"POLYGON ((955507.0366030791 1951639.4174440247, 955506.5550757463 1951629.6157299918, 955505.1151311194 1951619.908411823, 955502.7306366523 1951610.3889762992, 955499.4245563302 1951601.1491007882, 955495.2287295139 1951592.277770342, 955490.1835643093 1951583.8604207227, 955484.3376484154 1951575.9781156085, 955477.7472811977 1951568.706765906, 955470.4759314954 1951562.1163986884, 955462.593626381 1951556.2704827944, 955454.1762767617 1951551.22531759, 955445.3049463156 1951547.0294907736, 955436.0650708046 1951543.7234104516, 955426.5456352807 1951541.3389159844, 955416.8383171121 1951539.8989713574, 955407.0366030791 1951539.4174440247, 955397.234889046 1951539.8989713574, 955387.5275708775 1951541.3389159844, 955378.0081353536 1951543.7234104516, 955368.7682598425 1951547.0294907736, 955359.8969293964 1951551.22531759, 955351.4795797771 1951556.2704827944, 955343.5972746627 1951562.1163986884, 955336.3259249604 1951568.706765906, 955329.7355577428 1951575.9781156085, 955323.8896418489 1951583.8604207227, 955318.8444766442 1951592.277770342, 955314.6486498279 1951601.1491007882, 955311.3425695058 1951610.3889762992, 955308.9580750387 1951619.908411823, 955307.5181304119 1951629.6157299918, 955307.0366030791 1951639.4174440247, 955307.5181304119 1951649.2191580576, 955308.9580750387 1951658.9264762264, 955311.3425695058 1951668.4459117502, 955314.6486498279 1951677.6857872612, 955318.8444766442 1951686.5571177073, 955323.8896418489 1951694.9744673267, 955329.7355577428 1951702.856772441, 955336.3259249604 1951710.1281221434, 955343.5972746627 1951716.718489361, 955351.4795797771 1951722.564405255, 955359.8969293964 1951727.6095704595, 955368.7682598425 1951731.8053972758, 955378.0081353536 1951735.1114775978, 955387.5275708775 1951737.495972065, 955397.234889046 1951738.935916692, 955407.0366030791 1951739.4174440247, 955416.8383171121 1951738.935916692, 955426.5456352807 1951737.495972065, 955436.0650708046 1951735.1114775978, 955445.3049463156 1951731.8053972758, 955454.1762767617 1951727.6095704595, 955462.593626381 1951722.564405255, 955470.4759314954 1951716.718489361, 955477.7472811977 1951710.1281221434, 955484.3376484154 1951702.856772441, 955490.1835643093 1951694.9744673267, 955495.2287295139 1951686.5571177073, 955499.4245563302 1951677.6857872612, 955502.7306366523 1951668.4459117502, 955505.1151311194 1951658.9264762264, 955506.5550757463 1951649.2191580576, 955507.0366030791 1951639.4174440247))",1,0,0,0
[저층특가] #urbanstay #레지던스 #취사가능 #장기투숙 #명동 #충무로,2,1,1,1.0,85500,더블침대 1,37.562636,126.992451,POINT (955175.054750141 1951596.398704394),196.03054700723217,충무로역,98.08662295597097,초동,"POLYGON ((955275.054750141 1951596.398704394, 955274.5732228082 1951586.596990361, 955273.1332781813 1951576.8896721923, 955270.7487837143 1951567.3702366685, 955267.4427033921 1951558.1303611575, 955263.2468765759 1951549.2590307114, 955258.2017113712 1951540.841681092, 955252.3557954773 1951532.9593759777, 955245.7654282596 1951525.6880262753, 955238.4940785574 1951519.0976590577, 955230.611773443 1951513.2517431637, 955222.1944238236 1951508.2065779592, 955213.3230933775 1951504.0107511429, 955204.0832178665 1951500.7046708209, 955194.5637823426 1951498.3201763537, 955184.856464174 1951496.8802317267, 955175.054750141 1951496.398704394, 955165.253036108 1951496.8802317267, 955155.5457179394 1951498.3201763537, 955146.0262824155 1951500.7046708209, 955136.7864069045 1951504.0107511429, 955127.9150764584 1951508.2065779592, 955119.497726839 1951513.2517431637, 955111.6154217246 1951519.0976590577, 955104.3440720224 1951525.6880262753, 955097.7537048047 1951532.9593759777, 955091.9077889108 1951540.841681092, 955086.8626237061 1951549.2590307114, 955082.6667968899 1951558.1303611575, 955079.3607165677 1951567.3702366685, 955076.9762221007 1951576.8896721923, 955075.5362774738 1951586.596990361, 955075.054750141 1951596.398704394, 955075.5362774738 1951606.200418427, 955076.9762221007 1951615.9077365957, 955079.3607165677 1951625.4271721195, 955082.6667968899 1951634.6670476305, 955086.8626237061 1951643.5383780766, 955091.9077889108 1951651.955727696, 955097.7537048047 1951659.8380328103, 955104.3440720224 1951667.1093825127, 955111.6154217246 1951673.6997497303, 955119.497726839 1951679.5456656243, 955127.9150764584 1951684.5908308288, 955136.7864069045 1951688.7866576451, 955146.0262824155 1951692.0927379671, 955155.5457179394 1951694.4772324343, 955165.253036108 1951695.9171770613, 955175.054750141 1951696.398704394, 955184.856464174 1951695.9171770613, 955194.5637823426 1951694.4772324343, 955204.0832178665 1951692.0927379671, 955213.3230933775 1951688.7866576451, 955222.1944238236 1951684.5908308288, 955230.611773443 1951679.5456656243, 955238.4940785574 1951673.6997497303, 955245.7654282596 1951667.1093825127, 955252.3557954773 1951659.8380328103, 955258.2017113712 1951651.955727696, 955263.2468765759 1951643.5383780766, 955267.4427033921 1951634.6670476305, 955270.7487837143 1951625.4271721195, 955273.1332781813 1951615.9077365957, 955274.5732228082 1951606.200418427, 955275.054750141 1951596.398704394))",1,0,0,0
Life Of Korean Classic,4,1,2,1.0,77000,,37.56434,127.008456,POINT (956589.5580663664 1951777.9355234895),101.44624220189036,동대문역사문화공원역,27.023207574916732,광희문.광희동사거리,"POLYGON ((956689.5580663664 1951777.9355234895, 956689.0765390336 1951768.1338094566, 956687.6365944067 1951758.4264912878, 956685.2520999396 1951748.907055764, 956681.9460196175 1951739.667180253, 956677.7501928012 1951730.7958498069, 956672.7050275966 1951722.3785001875, 956666.8591117027 1951714.4961950732, 956660.268744485 1951707.2248453707, 956652.9973947827 1951700.6344781532, 956645.1150896683 1951694.7885622592, 956636.697740049 1951689.7433970547, 956627.8264096029 1951685.5475702384, 956618.5865340919 1951682.2414899163, 956609.067098568 1951679.8569954492, 956599.3597803994 1951678.4170508222, 956589.5580663664 1951677.9355234895, 956579.7563523334 1951678.4170508222, 956570.0490341648 1951679.8569954492, 956560.5295986409 1951682.2414899163, 956551.2897231298 1951685.5475702384, 956542.4183926837 1951689.7433970547, 956534.0010430644 1951694.7885622592, 956526.11873795 1951700.6344781532, 956518.8473882477 1951707.2248453707, 956512.2570210301 1951714.4961950732, 956506.4111051362 1951722.3785001875, 956501.3659399315 1951730.7958498069, 956497.1701131152 1951739.667180253, 956493.8640327931 1951748.907055764, 956491.479538326 1951758.4264912878, 956490.0395936992 1951768.1338094566, 956489.5580663664 1951777.9355234895, 956490.0395936992 1951787.7372375224, 956491.479538326 1951797.4445556912, 956493.8640327931 1951806.963991215, 956497.1701131152 1951816.203866726, 956501.3659399315 1951825.0751971721, 956506.4111051362 1951833.4925467914, 956512.2570210301 1951841.3748519057, 956518.8473882477 1951848.6462016082, 956526.11873795 1951855.2365688258, 956534.0010430644 1951861.0824847198, 956542.4183926837 1951866.1276499243, 956551.2897231298 1951870.3234767406, 956560.5295986409 1951873.6295570626, 956570.0490341648 1951876.0140515298, 956579.7563523334 1951877.4539961568, 956589.5580663664 1951877.9355234895, 956599.3597803994 1951877.4539961568, 956609.067098568 1951876.0140515298, 956618.5865340919 1951873.6295570626, 956627.8264096029 1951870.3234767406, 956636.697740049 1951866.1276499243, 956645.1150896683 1951861.0824847198, 956652.9973947827 1951855.2365688258, 956660.268744485 1951848.6462016082, 956666.8591117027 1951841.3748519057, 956672.7050275966 1951833.4925467914, 956677.7501928012 1951825.0751971721, 956681.9460196175 1951816.203866726, 956685.2520999396 1951806.963991215, 956687.6365944067 1951797.4445556912, 956689.0765390336 1951787.7372375224, 956689.5580663664 1951777.9355234895))",0,0,0,0
SSH_Dongdaemun Basic Room(5_2) 06 / 여행은 살아보는거야,3,1,2,1.0,55000,더블침대 1,37.564618,127.000292,POINT (955868.7181286996 1951812.580656131),309.77346209989435,을지로4가역,190.91023753707108,중구청앞.덕수중학교,"POLYGON ((955968.7181286996 1951812.580656131, 955968.2366013668 1951802.7789420981, 955966.7966567399 1951793.0716239293, 955964.4121622728 1951783.5521884055, 955961.1060819507 1951774.3123128945, 955956.9102551345 1951765.4409824484, 955951.8650899298 1951757.023632829, 955946.0191740359 1951749.1413277148, 955939.4288068182 1951741.8699780123, 955932.157457116 1951735.2796107947, 955924.2751520015 1951729.4336949007, 955915.8578023822 1951724.3885296963, 955906.9864719361 1951720.19270288, 955897.7465964251 1951716.8866225579, 955888.2271609012 1951714.5021280907, 955878.5198427326 1951713.0621834637, 955868.7181286996 1951712.580656131, 955858.9164146666 1951713.0621834637, 955849.209096498 1951714.5021280907, 955839.6896609741 1951716.8866225579, 955830.449785463 1951720.19270288, 955821.578455017 1951724.3885296963, 955813.1611053976 1951729.4336949007, 955805.2788002832 1951735.2796107947, 955798.007450581 1951741.8699780123, 955791.4170833633 1951749.1413277148, 955785.5711674694 1951757.023632829, 955780.5260022647 1951765.4409824484, 955776.3301754484 1951774.3123128945, 955773.0240951263 1951783.5521884055, 955770.6396006593 1951793.0716239293, 955769.1996560324 1951802.7789420981, 955768.7181286996 1951812.580656131, 955769.1996560324 1951822.382370164, 955770.6396006593 1951832.0896883328, 955773.0240951263 1951841.6091238565, 955776.3301754484 1951850.8489993676, 955780.5260022647 1951859.7203298137, 955785.5711674694 1951868.137679433, 955791.4170833633 1951876.0199845473, 955798.007450581 1951883.2913342498, 955805.2788002832 1951889.8817014673, 955813.1611053976 1951895.7276173613, 955821.578455017 1951900.7727825658, 955830.449785463 1951904.9686093822, 955839.6896609741 1951908.2746897042, 955849.209096498 1951910.6591841714, 955858.9164146666 1951912.0991287983, 955868.7181286996 1951912.580656131, 955878.5198427326 1951912.0991287983, 955888.2271609012 1951910.6591841714, 955897.7465964251 1951908.2746897042, 955906.9864719361 1951904.9686093822, 955915.8578023822 1951900.7727825658, 955924.2751520015 1951895.7276173613, 955932.157457116 1951889.8817014673, 955939.4288068182 1951883.2913342498, 955946.0191740359 1951876.0199845473, 955951.8650899298 1951868.137679433, 955956.9102551345 1951859.7203298137, 955961.1060819507 1951850.8489993676, 955964.4121622728 1951841.6091238565, 955966.7966567399 1951832.0896883328, 955968.2366013668 1951822.382370164, 955968.7181286996 1951812.580656131))",0,0,0,1
"[쉼,]야경맛집, 계정제공 넷플릭스,명동, 충무로, 을지로 깨끗한 숙소",2,1,1,1.0,100000,더블침대 1,37.564704,126.993192,POINT (955241.7349844276 1951825.4797301996),221.54588408672916,을지로3가역,150.87699517924045,초동,"POLYGON ((955341.7349844276 1951825.4797301996, 955341.2534570948 1951815.6780161667, 955339.8135124679 1951805.9706979978, 955337.4290180008 1951796.451262474, 955334.1229376787 1951787.211386963, 955329.9271108625 1951778.340056517, 955324.8819456578 1951769.9227068976, 955319.0360297639 1951762.0404017833, 955312.4456625462 1951754.7690520808, 955305.1743128439 1951748.1786848633, 955297.2920077295 1951742.3327689692, 955288.8746581102 1951737.2876037648, 955280.0033276641 1951733.0917769484, 955270.7634521531 1951729.7856966264, 955261.2440166292 1951727.4012021592, 955251.5366984606 1951725.9612575322, 955241.7349844276 1951725.4797301996, 955231.9332703946 1951725.9612575322, 955222.225952226 1951727.4012021592, 955212.7065167021 1951729.7856966264, 955203.466641191 1951733.0917769484, 955194.595310745 1951737.2876037648, 955186.1779611256 1951742.3327689692, 955178.2956560112 1951748.1786848633, 955171.024306309 1951754.7690520808, 955164.4339390913 1951762.0404017833, 955158.5880231974 1951769.9227068976, 955153.5428579927 1951778.340056517, 955149.3470311764 1951787.211386963, 955146.0409508543 1951796.451262474, 955143.6564563873 1951805.9706979978, 955142.2165117604 1951815.6780161667, 955141.7349844276 1951825.4797301996, 955142.2165117604 1951835.2814442324, 955143.6564563873 1951844.9887624013, 955146.0409508543 1951854.508197925, 955149.3470311764 1951863.748073436, 955153.5428579927 1951872.6194038822, 955158.5880231974 1951881.0367535015, 955164.4339390913 1951888.9190586158, 955171.024306309 1951896.1904083183, 955178.2956560112 1951902.7807755359, 955186.1779611256 1951908.6266914299, 955194.595310745 1951913.6718566343, 955203.466641191 1951917.8676834507, 955212.7065167021 1951921.1737637727, 955222.225952226 1951923.5582582399, 955231.9332703946 1951924.9982028669, 955241.7349844276 1951925.4797301996, 955251.5366984606 1951924.9982028669, 955261.2440166292 1951923.5582582399, 955270.7634521531 1951921.1737637727, 955280.0033276641 1951917.8676834507, 955288.8746581102 1951913.6718566343, 955297.2920077295 1951908.6266914299, 955305.1743128439 1951902.7807755359, 955312.4456625462 1951896.1904083183, 955319.0360297639 1951888.9190586158, 955324.8819456578 1951881.0367535015, 955329.9271108625 1951872.6194038822, 955334.1229376787 1951863.748073436, 955337.4290180008 1951854.508197925, 955339.8135124679 1951844.9887624013, 955341.2534570948 1951835.2814442324, 955341.7349844276 1951825.4797301996))",0,0,0,0
"을지로 Chillin' inn(시티뷰/복층/파티룸/을지로4가/2,4,1,5호선 도보 5분)",4,1,2,1.0,96607,더블침대 2,37.565025,127.000403,POINT (955878.7611099501 1951857.6831342007),287.334218835449,을지로4가역,187.87010293995073,을지로5가.중부시장,"POLYGON ((955978.7611099501 1951857.6831342007, 955978.2795826173 1951847.8814201679, 955976.8396379905 1951838.174101999, 955974.4551435234 1951828.6546664753, 955971.1490632013 1951819.4147909642, 955966.953236385 1951810.5434605181, 955961.9080711803 1951802.1261108988, 955956.0621552864 1951794.2438057845, 955949.4717880688 1951786.972456082, 955942.2004383665 1951780.3820888645, 955934.3181332521 1951774.5361729704, 955925.9007836328 1951769.491007766, 955917.0294531867 1951765.2951809496, 955907.7895776756 1951761.9891006276, 955898.2701421517 1951759.6046061604, 955888.5628239831 1951758.1646615334, 955878.7611099501 1951757.6831342007, 955868.9593959171 1951758.1646615334, 955859.2520777485 1951759.6046061604, 955849.7326422246 1951761.9891006276, 955840.4927667136 1951765.2951809496, 955831.6214362675 1951769.491007766, 955823.2040866482 1951774.5361729704, 955815.3217815338 1951780.3820888645, 955808.0504318315 1951786.972456082, 955801.4600646138 1951794.2438057845, 955795.6141487199 1951802.1261108988, 955790.5689835153 1951810.5434605181, 955786.373156699 1951819.4147909642, 955783.0670763769 1951828.6546664753, 955780.6825819098 1951838.174101999, 955779.2426372829 1951847.8814201679, 955778.7611099501 1951857.6831342007, 955779.2426372829 1951867.4848482336, 955780.6825819098 1951877.1921664025, 955783.0670763769 1951886.7116019262, 955786.373156699 1951895.9514774373, 955790.5689835153 1951904.8228078834, 955795.6141487199 1951913.2401575027, 955801.4600646138 1951921.122462617, 955808.0504318315 1951928.3938123195, 955815.3217815338 1951934.984179537, 955823.2040866482 1951940.830095431, 955831.6214362675 1951945.8752606355, 955840.4927667136 1951950.071087452, 955849.7326422246 1951953.377167774, 955859.2520777485 1951955.761662241, 955868.9593959171 1951957.201606868, 955878.7611099501 1951957.6831342007, 955888.5628239831 1951957.201606868, 955898.2701421517 1951955.761662241, 955907.7895776756 1951953.377167774, 955917.0294531867 1951950.071087452, 955925.9007836328 1951945.8752606355, 955934.3181332521 1951940.830095431, 955942.2004383665 1951934.984179537, 955949.4717880688 1951928.3938123195, 955956.0621552864 1951921.122462617, 955961.9080711803 1951913.2401575027, 955966.953236385 1951904.8228078834, 955971.1490632013 1951895.9514774373, 955974.4551435234 1951886.7116019262, 955976.8396379905 1951877.1921664025, 955978.2795826173 1951867.4848482336, 955978.7611099501 1951857.6831342007))",0,0,0,1
